PubMed_IDs_R,PMC_IDs_R
"38170633, 38165200, 38144417, 38135070, 38036287, 38019127, 37948152, 37933011, 37922980, 37902285, 37861311, 37749885, 37729987, 37680073, 37655059, 37647442, 37631384, 37628830, 37595814, 37530911, 38248345, 38247860, 38243258, 38222858, 38218856, 38206272, 38194243, 38183030, 38162671, 38158154, 38149947, 38144417, 38138902, 38101567, 38096399, 38090362, 38086270, 38073013, 38072390, 38071913, 38236930, 38184810, 37006315, 36844143, 36586523, 35946994, 35835370, 35741191, 35643249, 35443497, 35257620, 35181570, 34836243, 34728772, 34576291, 34489967, 34394100, 34335609, 34273585, 34183226, 38261265, 38260747, 38258906, 38258347, 38256928, 38256480, 38256195, 38255763, 38255745, 38255205, 38254715, 38254097, 38253917, 38253183, 38252699, 38252517, 38251974, 38251701, 38251667, 38247860, 38258048, 38255906, 38254536, 38254118, 38250141, 38246358, 38245816, 38245554, 38237593, 38235413, 38233795, 38232734, 38227933, 38226525, 38224950, 38217845, 38216808, 38212672, 38204331, 38203802, 38260812, 38260661, 38260156, 38260083, 38259597, 38259493, 38259291, 38259288, 38259136, 38258992, 38257791, 38257149, 38257125, 38256899, 38256243, 38256230, 38256196, 38256155, 38255874, 38255771","10800300, 10800091, 10799902, 10798865, 10797652, 10796567, 10796403, 10794555, 10793104, 10792970, 10785269, 10784834, 10784727, 10781016, 10780256, 10779938, 10779042, 10778955, 10778922, 10778864, 10802810, 10800548, 10800300, 10800116, 10800091, 10799902, 10799834, 10799563, 10799433, 10799104, 10798865, 10797652, 10796567, 10796403, 10796354, 10795475, 10794746, 10794720, 10794555, 10794010, 10800207, 10799374, 10797776, 10792747, 10438606, 10420602, 10402510, 10396184, 10389916, 10367873, 10778651, 10772053, 10770607, 10766036, 10765689, 10762193, 10756100, 10751694, 10746560, 10743913, 10803162, 10802208, 10802203, 10802180, 10802110, 10802103, 10801734, 10801662, 10801647, 10801633, 10801589, 10801555, 10801533, 10801520, 10801495, 10801489, 10801337, 10801267, 10801249, 10801245, 10803162, 10802683, 10802180, 10801734, 10801662, 10801633, 10801589, 10801555, 10801527, 10801518, 10801391, 10801267, 10801200, 10801151, 10801084, 10801020, 10800968, 10800918, 10800816, 10800775, 10801044, 10800849, 10654558, 10383198, 10641937, 10583047, 10508156, 10189415, 9887809, 10024443, 9955784, 9816396, 9440135, 9243233, 8984199, 8949383, 8900573, 8707449, 8649741, 8408135, 10803162, 10803130, 10802857, 10802843, 10802810, 10802798, 10802368, 10802234, 10802122, 10802110, 10802103, 10802082, 10802075, 10802057, 10801994, 10801737, 10801734, 10801732, 10801662, 10801647"
"38258906, 38257851, 38256661, 38255801, 38255641, 38253688, 38252282, 38251262, 38249593, 38249451, 38248835, 38247803, 38245564, 38245554, 38245513, 38244648, 38243871, 38243273, 38241481, 38239921, 38218816, 38197634, 38182845, 38176933, 38168034, 38144334, 38108386, 38106480, 38053996, 38010857, 37998359, 37982421, 37852657, 37830115, 37824060, 37805585, 37801900, 37777025, 37745080, 37718731, 38260947, 38244728, 38244585, 38239615, 38235556, 38187003, 38184670, 38176933, 38176772, 38168034, 38154092, 38108386, 38106480, 38042840, 38042786, 38032469, 38031173, 38027507, 38020286, 37982421, 38252200, 38248004, 38238953, 38234670, 38216328, 38200517, 38194988, 38187913, 38184117, 38163262, 38157006, 38151749, 38144533, 38142452, 38130477, 38104303, 38090331, 38088722, 38081604, 38074671, 38254792, 38227104, 38191305, 38137862, 38117352, 38104303, 38099646, 38094486, 38081604, 38072949, 38044124, 37989331, 37908272, 37900797, 37893134, 37885396, 37880686, 37876927, 37874342, 37838765, 38258906, 38255641, 38251410, 38248096, 38245564, 38243586, 38240339, 38235358, 38234098, 38231214, 38228262, 38227962, 38226781, 38222783, 38222203, 38219582, 38205394, 38201190, 38201173, 38199892","10803162, 10802810, 10802683, 10802158, 10801670, 10801660, 10801555, 10801329, 10801243, 10801218, 10801111, 10801022, 10800980, 10800916, 10800910, 10800778, 10800578, 10800556, 10800505, 10800390, 10802969, 10802810, 10801662, 10801599, 10801499, 10800824, 10800775, 10800207, 10800091, 10799425, 10797776, 10797329, 10796665, 10796403, 10796354, 10795779, 10795342, 10794746, 10794555, 10793104, 10801734, 10801662, 10801599, 10801499, 10800968, 10800874, 10800824, 10800775, 10800230, 10800207, 10800188, 10800186, 10800091, 10799368, 10798984, 10798867, 10797776, 10797329, 10796665, 10796623, 10802683, 10801343, 10800592, 10800395, 10800337, 10800230, 10800207, 10799955, 10799603, 10799241, 10798847, 10798695, 10798254, 10798135, 10797758, 10797674, 10797287, 10796980, 10796567, 10795375, 10801343, 10801166, 10800519, 10800306, 10800230, 10800207, 10800173, 10800116, 10799955, 10799779, 10799603, 10798737, 10798695, 10798254, 10797792, 10797674, 10797287, 10796980, 10796567, 10796354, 10803162, 10802810, 10802798, 10802234, 10802103, 10801732, 10801662, 10801599, 10801555, 10801516, 10801329, 10801263, 10801243, 10801111, 10800980, 10800824, 10800816, 10800775, 10800726, 10800556"
"38257143, 38250717, 38236446, 38225768, 38215740, 38211987, 38211362, 38193712, 38193365, 38193259, 38174933, 38171231, 38166140, 38165563, 38151562, 38148326, 38139382, 38111708, 38109970, 38069256, 35348351, 34012005, 33181534, 33149114, 32844539, 25880636, 37559119, 34130619, 32499340, 32331646, 31979019, 30986251, 38257137, 38254451, 38250970, 38244232, 38243343, 38241896, 38239365, 38238684, 38235661, 38226553, 38223812, 38219182, 38218211, 38213620, 38213254, 38212847, 38212687, 38200893, 38200798, 38199487, 38259967, 38259457, 38257189, 38257155, 38255161, 38250970, 38250717, 38245554, 38242234, 38240388, 38240339, 38239365, 38236135, 38234098, 38234006, 38228675, 38227487, 38227364, 38224737, 38223812, 38257993, 38254596, 38246959, 38243343, 38239361, 38235849, 38235661, 38234425, 38234231, 38233947, 38231408, 38228667, 38219182, 38216702, 38216161, 38215107, 38212687, 38206981, 38200798, 38199487","10801670, 10801044, 10801034, 10800916, 10800775, 10800607, 10800578, 10800207, 10799778, 10799597, 10799425, 10799341, 10799034, 10798361, 10798156, 10798075, 10798037, 10797890, 10797852, 10797776, 10798375, 10794557, 10792057, 10790752, 10788639, 10788067, 10787659, 10784838, 10780634, 10779588, 10779569, 10779022, 10779007, 10777970, 10773235, 10772641, 10770762, 10770607, 10770169, 10767827, 10794557, 10792057, 10788067, 10784838, 10779588, 10779569, 10779007, 10777970, 10777857, 10773235, 10770607, 10770169, 10766654, 10765497, 10758001, 10750198, 10751569, 10747284, 10747168, 10746084, 10802798, 10802683, 10802234, 10802158, 10802103, 10801906, 10801737, 10801732, 10801670, 10801604, 10801555, 10801263, 10801245, 10801218, 10801052, 10801044, 10801034, 10801022, 10800980, 10800938, 10802234, 10802103, 10801732, 10801670, 10801555, 10801263, 10801245, 10801218, 10801052, 10801044, 10801022, 10800980, 10800938, 10800820, 10800778, 10800775, 10800607, 10800605, 10800556, 10800509, 10802683, 10802180, 10802158, 10802135, 10802017, 10801829, 10801734, 10801726, 10801670, 10801633, 10801615, 10801555, 10801353, 10801346, 10801257, 10801064, 10801034, 10801022, 10801020, 10800988"
"38261034, 38260713, 38260314, 38259971, 38259373, 38259081, 38258587, 38258089, 38258020, 38257782, 38257283, 38256880, 38256223, 38256108, 38256077, 38255988, 38255954, 38255942, 38255874, 38255865, 38260875, 38260314, 38259358, 38259280, 38258346, 38258040, 38258020, 38257993, 38257854, 38257748, 38256616, 38255998, 38255953, 38255793, 38255298, 38254588, 38253725, 38252683, 38252052, 38251498, 38260914, 38260869, 38259457, 38259378, 38258906, 38258020, 38257885, 38257283, 38257161, 38257155, 38257143, 38257139, 38256159, 38255955, 38255801, 38255781, 38255734, 38255641, 38255381, 38255265, 38259396, 38259358, 38259281, 38258020, 38257960, 38257897, 38257850, 38256232, 38255939, 38255890, 38255513, 38255381, 38255298, 38254447, 38254385, 38253961, 38253323, 38252460, 38250937, 38250921, 38260709, 38259971, 38259485, 38259439, 38259081, 38257966, 38257885, 38257855, 38257139, 38256119, 38256101, 38256098, 38256032, 38255801, 38254218, 38253695, 38253353, 38252394, 38252050, 38252000, 38245816, 38245564, 38235783, 38193530, 38138066, 38115672, 38099658, 38096530, 38059748, 38049764, 38017581, 38004678, 37996456, 37972625, 37936708, 37933543, 37909716, 37882515, 37848940, 37840727, 38260314, 38259396, 38259358, 38258877, 38258657, 38258126, 38258048, 38258040, 38257960, 38257850, 38257136, 38257131, 38256616, 38256232, 38255906, 38255890, 38255381, 38255298, 38254588, 38253975","10803179, 10803172, 10803162, 10803130, 10803106, 10803102, 10803068, 10803023, 10802992, 10802929, 10802926, 10802901, 10802895, 10802857, 10802852, 10802843, 10802810, 10802798, 10802234, 10802212, 10803173, 10803162, 10803104, 10802926, 10802857, 10802852, 10802683, 10802180, 10802158, 10802135, 10802128, 10802069, 10802017, 10801996, 10801952, 10801873, 10801856, 10801829, 10801734, 10801726, 10803162, 10802926, 10802810, 10802798, 10802234, 10802103, 10802069, 10801906, 10801737, 10801732, 10801670, 10801662, 10801604, 10801599, 10801555, 10801516, 10801499, 10801458, 10801329, 10801263, 10803162, 10802926, 10802683, 10802158, 10802069, 10801996, 10801873, 10801856, 10801670, 10801662, 10801660, 10801599, 10801555, 10801499, 10801458, 10801329, 10801200, 10801111, 10801034, 10801022, 10803176, 10803162, 10802929, 10802926, 10802895, 10802839, 10802811, 10802321, 10802180, 10802139, 10802122, 10802110, 10802082, 10802075, 10802069, 10801906, 10801824, 10801670, 10801647, 10801599, 10802069, 10801499, 10800374, 10800207, 10798517, 10798251, 10798037, 10797983, 10797776, 10797616, 10797485, 10797078, 10795779, 10794945, 10794668, 10794658, 10794557, 10794284, 10794208, 10794206, 10803162, 10802926, 10802811, 10802683, 10802069, 10801996, 10801873, 10801734, 10801670, 10801662, 10801660, 10801633, 10801599, 10801555, 10801499, 10801458, 10801385, 10801377, 10801350, 10801329"
"38217033, 37961645, 37875530, 37004200, 36869551, 36107321, 36054336, 35934064, 35475616, 35371053, 35265631, 35198947, 34520858, 33771720, 33245151, 33066564, 32922391, 32850884, 32117267, 31585045, 38259969, 38258657, 38246358, 38238446, 38222654, 38214802, 38213792, 38200624, 38194476, 38193251, 38189659, 38184271, 38182615, 38181271, 38172977, 38170255, 38166140, 38158022, 38151562, 38150088, 35934064, 34697268, 38257139, 38217033, 37004200, 36656437, 36177467, 35720383, 35371053, 35272486, 35018802, 34956930, 34949832, 34661529, 34428426, 32710629, 32691525, 32078488, 31585045, 31420885, 31379019, 30773630, 38260869, 38257155, 38257139, 38255781, 38255253, 38254577, 38250921, 38248449, 38247591, 38247134, 38246355, 38246133, 38245637, 38244701, 38242419, 38239028, 38235383, 38235358, 38233990, 38228262","10798037, 10795779, 10794784, 10790698, 10790003, 10784800, 10778954, 10778179, 10776121, 10774105, 10771968, 10766396, 10765300, 10761998, 10761180, 10758498, 10750282, 10743953, 10742859, 10740764, 10803162, 10802069, 10801734, 10801633, 10801599, 10801555, 10801329, 10801257, 10801200, 10801034, 10801022, 10800968, 10800934, 10800824, 10800775, 10800680, 10800556, 10800459, 10800451, 10800374, 10798037, 10790698, 10778179, 10756522, 10733492, 10730444, 10727689, 10711275, 10711041, 10704910, 10692395, 10800827, 10788624, 10772574, 10770846, 10753358, 10746209, 10725168, 10708505, 7615352, 10801499, 10800934, 10799778, 10798037, 10796165, 10795779, 10795602, 10790698, 10789680, 10783497, 10778733, 10778542, 10778385, 10778179, 10773723, 10772482, 10761180, 10756490, 10756339, 10743646, 10803162, 10802798, 10802069, 10801906, 10801737, 10801670, 10801662, 10801200, 10801052, 10801044, 10801034, 10801022, 10800980, 10800916, 10800910, 10800846, 10800824, 10800775, 10800607, 10800578"
"38261310, 38257103, 38255804, 38255211, 38253721, 38253699, 38252640, 38251795, 38251532, 38250692, 38249186, 38244130, 38243382, 38243037, 38239351, 38238905, 38238682, 38236996, 38235830, 38235594, 38254447, 38248533, 38247520, 38245675, 38238814, 38236693, 38231265, 38225541, 38225111, 38216157, 38205160, 38203738, 38199973, 38194248, 38187943, 38187942, 38181459, 38179168, 38162648, 38154151, 38260914, 38260869, 38259457, 38259396, 38259378, 38259358, 38259281, 38258906, 38258020, 38257960, 38257897, 38257885, 38257850, 38257283, 38257161, 38257155, 38257143, 38257139, 38256232, 38256159, 38257891, 38235830, 38231200, 38225581, 38214657, 38214338, 38189541, 38188440, 38182626, 38165396, 38163500, 38155301, 38146959, 38144564, 38138066, 38128981, 38126163, 38124735, 38114108, 38097456, 38260814, 38254536, 38251388, 38246776, 38245596, 38238710, 38236146, 38236100, 38235411, 38234098, 38226503, 38224884, 38220540, 38218542, 38206132, 38193896, 38193259, 38192788, 38188085, 38185942, 38240235, 38214411, 38141190, 38138167, 38125618, 38107387, 38029729, 38027595, 37946013, 37910167, 37904355, 37901383, 37895372, 37889515, 37880772, 37848630, 37790921, 37734903, 37699382, 37690481","10803179, 10803162, 10803068, 10802992, 10802937, 10802895, 10802857, 10802852, 10802828, 10802811, 10802798, 10802683, 10802554, 10802546, 10802225, 10802208, 10802203, 10802188, 10802139, 10802089, 10802926, 10801200, 10801111, 10800578, 10800300, 10800207, 10799902, 10799778, 10799506, 10799412, 10799142, 10798365, 10797776, 10797727, 10797108, 10797044, 10797024, 10797006, 10795389, 10795342, 10803162, 10802926, 10802810, 10802798, 10802683, 10802234, 10802158, 10802103, 10802069, 10801996, 10801906, 10801873, 10801856, 10801737, 10801732, 10801670, 10801662, 10801660, 10801604, 10801599, 10801377, 10801369, 10801267, 10800868, 10799838, 10799534, 10799510, 10797092, 10796631, 10794705, 10794557, 10794324, 10793898, 10792921, 10792896, 10791833, 10791042, 10790752, 10790261, 10789680, 10802811, 10801996, 10801906, 10801726, 10801377, 10801261, 10801111, 10801004, 10800767, 10800657, 10800578, 10800157, 10799927, 10799534, 10799374, 10799347, 10799153, 10798900, 10798365, 10797548, 10802828, 10801420, 10799374, 10798517, 10796805, 10796258, 10795475, 10794705, 10794557, 10793763, 10791606, 10790789, 10790706, 10790632, 10790273, 10788067, 10785463, 10784742, 10783873, 10782571"
"38258331, 38256077, 38255822, 38255751, 38255320, 38254943, 38254668, 38254536, 38254278, 38251667, 38251507, 38251321, 38251202, 38250469, 38250298, 38248369, 38247860, 38247848, 38247842, 38247555, 38259471, 38253122, 38248730, 38247848, 38245637, 38239136, 38238513, 38236243, 38233101, 38232703, 38232660, 38231750, 38227656, 38226924, 38224737, 38218985, 38218211, 38218187, 38215983, 38215982, 38260869, 38259443, 38259279, 38257186, 38256307, 38256101, 38256080, 38255971, 38255939, 38255158, 38254526, 38253385, 38253275, 38253217, 38253182, 38252525, 38252282, 38251382, 38251202, 38249924, 38261044, 38261006, 38260867, 38260834, 38260434, 38260305, 38260290, 38260282, 38260093, 38260084, 38260019, 38259672, 38259607, 38259490, 38259471, 38259463, 38259435, 38259413, 38259281, 38259280, 38260344, 38259463, 38259436, 38259384, 38259372, 38258904, 38258675, 38256920, 38256862, 38256157, 38256093, 38256077, 38256074, 38255953, 38255930, 38255845, 38255832, 38255152, 38255113, 38254304","10803162, 10802914, 10802843, 10802810, 10802683, 10802234, 10802212, 10802208, 10802158, 10802103, 10801810, 10801732, 10801642, 10801633, 10801599, 10801589, 10801527, 10801516, 10801495, 10801299, 10802914, 10802843, 10802810, 10802234, 10802158, 10801734, 10801662, 10801599, 10801290, 10801243, 10801084, 10801004, 10800986, 10800976, 10800968, 10800960, 10800944, 10800934, 10800824, 10800818, 10802810, 10802212, 10801734, 10801670, 10801642, 10801599, 10801555, 10801533, 10801520, 10801516, 10801495, 10801330, 10801257, 10801252, 10801200, 10801026, 10801024, 10800986, 10800980, 10800978, 10803179, 10803173, 10803162, 10803130, 10803104, 10802914, 10802912, 10802901, 10802857, 10802852, 10802843, 10802811, 10802810, 10802798, 10802726, 10802683, 10802642, 10802234, 10802212, 10802208, 10802122, 10801829, 10801642, 10801615, 10801610, 10801094, 10801004, 10800968, 10800960, 10800910, 10800824, 10800734, 10800711, 10800505, 10800401, 10800382, 10800374, 10800358, 10800173, 10800157"
"38255998, 38253384, 38246299, 38235783, 38234231, 38229122, 38225111, 38218136, 38217423, 38215690, 38204440, 38203387, 38195987, 38195689, 38191451, 38187732, 38179743, 38169511, 38169395, 38168907, 38260434, 38255152, 38241393, 38213580, 38207211, 38191582, 38174605, 38166493, 38157682, 38145036, 38136843, 38126810, 38110528, 38067176, 38066913, 38058084, 38055146, 38051659, 38049983, 38039842, 38256229, 38251667, 38243923, 38243871, 38234831, 38212405, 38203508, 38197659, 38191655, 38187470, 38178986, 38174561, 38169511, 38166933, 38165021, 38164407, 38158001, 38157864, 38148453, 38141396, 38260867, 38260282, 38260093, 38260084, 38259607, 38259471, 38259435, 38259000, 38258906, 38258506, 38257292, 38257152, 38256920, 38256751, 38256169, 38256159, 38255717, 38254792, 38254715, 38254102, 38255641, 38255513, 38250063, 38246299, 38238513, 38232861, 38232140, 38228679, 38215748, 38215151, 38214657, 38213702, 38206538, 38201498, 38199800, 38198467, 38191246, 38189541, 38187609, 38185900","10803102, 10801856, 10801589, 10801533, 10801200, 10801026, 10800980, 10800960, 10800956, 10800808, 10800780, 10800207, 10800077, 10799955, 10799947, 10799929, 10799925, 10799855, 10799834, 10799778, 10802683, 10802642, 10802203, 10802069, 10801599, 10801589, 10801385, 10801343, 10801026, 10801004, 10800918, 10800828, 10800748, 10800703, 10800657, 10800613, 10800401, 10800231, 10800207, 10799910, 10802203, 10801633, 10801589, 10801557, 10801533, 10801249, 10800726, 10800505, 10800459, 10800441, 10800401, 10800382, 10800370, 10800077, 10799955, 10799929, 10799925, 10799862, 10799855, 10799847, 10803130, 10802127, 10802103, 10802033, 10802027, 10801895, 10801734, 10801647, 10801589, 10801516, 10801500, 10801022, 10801020, 10801004, 10800980, 10800978, 10800908, 10800866, 10800603, 10800572, 10802683, 10802180, 10802103, 10802089, 10801589, 10801559, 10801516, 10801486, 10801458, 10801350, 10801335, 10801249, 10801084, 10801004, 10800980, 10800968, 10800932, 10800868, 10800816, 10800748"
"38259413, 38259281, 38258504, 38254056, 38252774, 38249642, 38242846, 38241815, 38239511, 38238369, 38235783, 38234411, 38231220, 38231219, 38231215, 38231214, 38228590, 38223625, 38218733, 38215105, 38250298, 38247842, 38244727, 38244648, 38243263, 38241401, 38238608, 38236791, 38234748, 38233101, 38232703, 38231043, 38227933, 38227907, 38227172, 38224627, 38224175, 38223807, 38223553, 38223285, 38243324, 38227933, 38227907, 38124744, 38015461, 38010706, 37865091, 37832861, 37822933, 37769787, 37766405, 37711619, 37708215, 37697344, 37691689, 37681414, 37597517, 37576705, 37565309, 37562754, 38235493, 38231218, 38231217, 38231214, 38173317, 38164932, 38139349, 38081806, 38075398, 38035341, 38029086, 38014984, 38004759, 38004131, 37997816, 37993702, 37987614, 37981222, 37917397, 37899129, 38261245, 38261034, 38259969, 38259413, 38259378, 38259372, 38258504, 38256510, 38256358, 38255822, 38255717, 38255153, 38253027, 38252817, 38251642, 38251321, 38250469, 38250083, 38247848, 38247522, 38260709, 38260364, 38260344, 38260290, 38260163, 38259971, 38259969, 38259811, 38259761, 38259484, 38259463, 38259457, 38259443, 38259439, 38259435, 38259358, 38259174, 38259136, 38259068, 38259000","10802811, 10802158, 10802017, 10801670, 10801599, 10801451, 10800962, 10800934, 10800207, 10800116, 10800029, 10799621, 10799411, 10798930, 10798712, 10798087, 10797973, 10797901, 10797874, 10797776, 10802914, 10802843, 10802208, 10802203, 10802158, 10801956, 10801732, 10801642, 10801633, 10801615, 10801599, 10801527, 10801243, 10801084, 10801026, 10801004, 10800976, 10800968, 10800960, 10800908, 10802158, 10801734, 10801599, 10800824, 10800748, 10799563, 10799425, 10799291, 10798966, 10798865, 10796611, 10796403, 10796040, 10795895, 10795475, 10794784, 10794746, 10794624, 10792747, 10792025, 10801599, 10801516, 10800390, 10800207, 10797776, 10797616, 10797485, 10797329, 10797064, 10796567, 10796387, 10796258, 10796188, 10794775, 10794284, 10794282, 10794237, 10794206, 10793740, 10793689, 10803179, 10803162, 10803106, 10803071, 10803023, 10802929, 10802895, 10802861, 10802852, 10802839, 10802811, 10802810, 10802554, 10802546, 10802208, 10802203, 10802180, 10802139, 10802128, 10802122, 10803172, 10803162, 10803071, 10803068, 10802926, 10802914, 10802901, 10802857, 10802843, 10802810, 10802780, 10802768, 10802683, 10802321, 10802234, 10802212, 10802208, 10802203, 10802180, 10802158"
"38193233, 37831041, 37828551, 37774431, 37712629, 37705676, 37703724, 37689672, 37642435, 37498792, 37477184, 37201681, 37179210, 37173826, 37173694, 36995329, 36958889, 36927868, 20301469, 36799898, 38260314, 38258770, 38256627, 38255185, 38252683, 38248672, 38247081, 38246174, 38245363, 38245361, 38245176, 38245058, 38242945, 38241775, 38241278, 38240548, 38238060, 38234411, 38224794, 38223972, 38260709, 38259484, 38259372, 38257993, 38256319, 38254097, 38253385, 38251578, 38241393, 38239511, 38222952, 38220150, 38218211, 38216632, 38206116, 38198423, 38180567, 38175892, 38173716, 38173531, 38247591, 38245871, 38245675, 38239028, 38236896, 38232140, 38227048, 38226964, 38226377, 38212826, 38212383, 38189339, 38175479, 38168418, 38163940, 38153838, 38149007, 38145288, 38139146, 38137455, 38260058, 38257960, 38254686, 38249961, 38245596, 38244648, 38243294, 38239508, 38233948, 38225056, 38220020, 38217033, 38206940, 38205031, 38203207, 38201695, 38201179, 38198414, 38191517, 38188576","10799291, 10781801, 10776924, 10772277, 10766665, 10764949, 10761001, 10744436, 10740584, 10716368, 10697850, 10691071, 10800418, 10797794, 10795189, 10784854, 10777624, 10760261, 10753776, 10747903, 10802926, 10802811, 10801599, 10801555, 10801519, 10801518, 10801499, 10801335, 10801290, 10801252, 10801207, 10800960, 10800852, 10800850, 10800775, 10800673, 10800663, 10800609, 10800505, 10800401, 10802914, 10802857, 10802768, 10802082, 10802033, 10801670, 10801604, 10801589, 10801390, 10801385, 10801350, 10801324, 10801290, 10801125, 10801072, 10801052, 10800976, 10800960, 10800886, 10800775, 10803162, 10802069, 10801670, 10801599, 10801111, 10801022, 10800874, 10800852, 10800846, 10800808, 10800459, 10800310, 10800207, 10800089, 10799955, 10799902, 10799792, 10799778, 10799553, 10799374, 10803162, 10802926, 10802069, 10801996, 10801814, 10801660, 10801599, 10801200, 10801111, 10801022, 10800980, 10800916, 10800846, 10800808, 10800657, 10800605, 10800207, 10800160, 10799955, 10799902"
"38156773, 38069446, 38044504, 37936710, 37909786, 37848760, 37820403, 37699041, 37660064, 37634772, 37577725, 37536268, 37481182, 37447212, 37299439, 37298868, 37275904, 37234168, 37210613, 37167824, 37209652, 36096456, 35738141, 35704618, 35307731, 34388231, 33402156, 32625197, 32062121, 32017595, 31229072, 30921220, 30353943, 29236389, 27432093, 25514759, 25024630, 24827565, 23651754, 17687859, 11400308, 4318245","10802151, 10802103, 10801330, 10800711, 10800441, 10800207, 10799955, 10799802, 10799779, 10798559, 10798370, 10798135, 10797961, 10797874, 10797297, 10797286, 10794616, 10794567, 10794540, 10794039, 10766350, 10708520, 10649803, 10594787, 10565626, 10407793, 10650058, 10304194, 10303177, 10620768, 10585177, 10472753, 10439912, 10390331, 10320488, 10320234, 10301429, 10243819, 10213637, 10052990, 10803090, 10803085, 10802826, 10802776, 10802103, 10802027, 10801660, 10801205, 10801187, 10801111, 10800942, 10800920, 10800824, 10800627, 10800556, 10800548, 10800546, 10800535, 10800509, 10800505"
"38203294, 38192918, 38158101, 38127816, 38093299, 38056640, 38055797, 38054830, 38042501, 38016505, 37995468, 37976960, 37898287, 37889013, 37884137, 37804915, 37779147, 37764275, 37678794, 37579688, 38136224, 38070244, 38030117, 38002302, 37968554, 37884590, 37837511, 37797746, 37748021, 37723664, 37691056, 37669386, 37554552, 37495079, 37460613, 37441529, 37436421, 37425818, 37397491, 37327932, 38219182, 38218319, 38183479, 38173670, 38163136, 38159339, 38157803, 38154959, 38137679, 38134985, 38124458, 38068863, 38068773, 38053727, 38042896, 38040541, 38034007, 38026796, 38026235, 38005193, 37930142, 37764766, 37739715, 37713878, 37664383, 37624558, 37284561, 37139278, 37078395, 36999464, 36771288, 36632325, 36618695, 36507137, 36243252, 36233826, 36229889, 36039216, 35939182, 35822097, 38252460, 38249465, 38249446, 38243294, 38231265, 38214370, 38195759, 38183944, 38169804, 38166904, 38165515, 38156312, 38145055, 38129967, 38124157, 38116533, 38110473, 38098315, 38097563, 38088370","10774285, 10772058, 10770264, 10768369, 10748404, 10746221, 10739074, 10734546, 10706009, 10760032, 10748482, 10740918, 10734468, 10732080, 10721784, 10714931, 10706753, 10703531, 10673570, 10663863, 10716291, 10760183, 10721784, 10667699, 10595023, 10612031, 10598922, 10584033, 10581183, 10537644, 10538570, 10534356, 10507198, 10460796, 10459316, 10458754, 10456496, 10451987, 10451813, 10438918"
"38257292, 38255764, 38240554, 38238335, 38228049, 38219960, 38217278, 38195452, 38180722, 38156400, 38140629, 38140252, 38139373, 38137947, 38130948, 38107848, 38106709, 38097396, 38096793, 38095246, 37531774, 35456018, 34876703, 34780721, 33550886, 32753478, 32229654, 31825833, 31632367, 31626754, 31179321, 31019191, 30182050, 29566905, 29121519, 29027377, 27982031, 26148687, 25429322, 22029571","10778654, 10727122, 10758836, 10735231, 10734525, 10716430, 10694973, 10671443, 10657470, 10585655, 10579591, 10544973, 10504309, 10449545, 10433986, 10405491, 10383722, 10382247, 10376923, 10356812, 10778654, 10761161, 10753978, 10726799, 10774753, 10758836, 10734525, 10708550, 10689930, 10585655, 10579591, 10570070, 10555941, 10538137, 10525268, 10493557, 10471611, 10449545, 10433986, 10407793, 10688821, 10730214, 10581986, 10238466, 7615213, 10504269, 10393889, 10320488, 10300527, 9995591, 10204537, 10064692, 9773399, 9426798, 9336532, 9316096, 9429973, 8968856, 8876576, 8624133"
"38158125, 37941424, 37732357, 37566032, 37322120, 37190315, 37009367, 36995276, 36765708, 36448229, 36430302, 36388654, 36195424, 35951774, 35258392, 35218189, 35160322, 34488419, 34287962, 34199466, 36353202, 36002022, 33807999, 33247598, 33225975, 32673694, 32037085, 32019290, 31534167, 31054900, 30989570, 30269357, 29147967, 28400196, 28062005, 27825961, 27694612, 26495412, 26269600, 25902909, 38258906, 38255320, 38255150, 38253109, 38246520, 38245781, 38243565, 38243324, 38242497, 38235606, 38233383, 38219386, 38214563, 38203747, 38203712, 38194476, 38191834, 38181823, 38179052, 38172977","10802683, 10801516, 10800970, 10800824, 10800390, 10799464, 10798763, 10796980, 10796758, 10796184, 10795359, 10794784, 10794555, 10794255, 10793689, 10788479, 10788467, 10788419, 10786836, 10786690"
"38260892, 38260877, 38260868, 38259963, 38259074, 38259033, 38258023, 38258019, 38257996, 38257948, 38257941, 38257934, 38257885, 38257874, 38257864, 38257861, 38257851, 38257850, 38257139, 38256661, 38158691, 38147604, 38124090, 38024237, 38005855, 38004116, 37971273, 37969979, 37940667, 37891621, 37817517, 37778980, 37771255, 37710309, 37682136, 37664927, 37662864, 37660064, 37639428, 37473802, 38260918, 38260273, 38259389, 38259178, 38258906, 38258020, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255916, 38255819, 38255764, 38255652, 38255320, 38255263, 38259074, 38257874, 38257139, 38256661, 38254432, 38250060, 38249018, 38245564, 38245349, 38244513, 38242477, 38240556, 38238389, 38237944, 38235736, 38234014, 38231735, 38231218, 38231217, 38231214","10803070, 10802914, 10802846, 10802810, 10802171, 10801916, 10801732, 10801647, 10801642, 10801599, 10801082, 10801026, 10800976, 10800968, 10800960, 10800892, 10800824, 10800808, 10800548, 10800517, 8668991, 9558369"
