PubMed_IDs_TP,PubMed_IDs_FP,PubMed_IDs_R
"34684400, 22172880, 37906308, 37304260, 37033950, 36742170, 36323778, 34891113, 34684400, 34625710, 34605504, 34287962, 33802883, 33576711, 32918343, 32730708, 32594729, 32326669, 31467881, 31352539, 30024891, 29754190, 37849749, 37760858, 37571863, 37198018, 37120662, 37111022, 36910207, 36694359, 36598745, 36307899, 36129082, 35976997, 35891273, 35878372, 35865529, 35693832, 35287144, 35180972, 35085377, 35029687, 38189580, 38016379, 37998910, 37968625, 37932270, 37917397, 37901813, 37897434, 37874904, 37793274, 37736865, 37586320, 37513030, 37451743, 37436905, 37366241, 37340735, 37071621, 37062174, 37055591, 38258020, 38196386, 38194476, 38181823, 38172977, 38165179, 38164789, 38158691, 38154276, 38151490, 38140314, 38124090, 38113690, 38112525, 38110547, 38109123, 38091316, 38078655, 38070244, 38069446","38248652, 38248084, 38236916, 38214821, 38213034, 38206624, 38204822, 38198982, 38193233, 38187171, 38182056, 38172186, 38158889, 38155709, 38146804, 38135009, 38112053, 38099990, 38064235, 38049505, 38261082, 38260615, 38260426, 38260314, 38260175, 38259360, 38258941, 38258905, 38258770, 38258352, 38256637, 38256627, 38256516, 38255706, 38255583, 38255247, 38255185, 38255166, 38253792, 38253633, 38260896, 38260709, 38260484, 38260289, 38260264, 38259486, 38259484, 38259472, 38259372, 38258869, 38258822, 38258428, 38258026, 38258012, 38257998, 38257993, 38257814, 38257792, 38257766, 38257758, 38259963, 38259099, 38257953, 38257799, 38256777, 38256729, 38255816, 38251894, 38250449, 38247591, 38247586, 38246421, 38245871, 38245675, 38245549, 38244689, 38244302, 38243337, 38242132, 38241343, 38261373, 38260879, 38260654, 38260588, 38260314, 38260232, 38260196, 38260058, 38259406, 38258958, 38258657, 38258126, 38257990, 38257960, 38257873, 38257780, 38257617, 38256319, 38256081, 38255906","38193233, 37831041, 37828551, 37774431, 37712629, 37705676, 37703724, 37689672, 37642435, 37498792, 37477184, 37201681, 37179210, 37173826, 37173694, 36995329, 36958889, 36927868, 20301469, 36799898, 38260314, 38258770, 38256627, 38255185, 38252683, 38248672, 38247081, 38246174, 38245363, 38245361, 38245176, 38245058, 38242945, 38241775, 38241278, 38240548, 38238060, 38234411, 38224794, 38223972, 38260709, 38259484, 38259372, 38257993, 38256319, 38254097, 38253385, 38251578, 38241393, 38239511, 38222952, 38220150, 38218211, 38216632, 38206116, 38198423, 38180567, 38175892, 38173716, 38173531, 38247591, 38245871, 38245675, 38239028, 38236896, 38232140, 38227048, 38226964, 38226377, 38212826, 38212383, 38189339, 38175479, 38168418, 38163940, 38153838, 38149007, 38145288, 38139146, 38137455, 38260058, 38257960, 38254686, 38249961, 38245596, 38244648, 38243294, 38239508, 38233948, 38225056, 38220020, 38217033, 38206940, 38205031, 38203207, 38201695, 38201179, 38198414, 38191517, 38188576"
"38226896, 38168138, 38165179, 38124090, 38078655, 38075846, 38059748, 37876938, 37868553, 37865178, 37849728, 37842919, 37842912, 37822139, 37819377, 37795305, 37749885, 37734419, 37655448, 37652008, 38172977, 38073022, 37955225, 37917397, 37873782, 37732778, 37682136, 37662864, 37523213, 37507636, 37463350, 37274071, 37197438, 36873123, 36747766, 36742170, 36678135, 36569142, 36515237, 36325141","36771343, 30353943, 24782618, 19176351, 7516124, 12616301, 1732475, 6084087, 870567, 38260906, 38259733, 38259413, 38259281, 38258504, 38257906, 38257349, 38256766, 38256380, 38256149, 38255710, 38254526, 38254056, 38253620, 38252774, 38251469, 38250150, 38249642, 38249639, 38249638","38156773, 38069446, 38044504, 37936710, 37909786, 37848760, 37820403, 37699041, 37660064, 37634772, 37577725, 37536268, 37481182, 37447212, 37299439, 37298868, 37275904, 37234168, 37210613, 37167824, 37209652, 36096456, 35738141, 35704618, 35307731, 34388231, 33402156, 32625197, 32062121, 32017595, 31229072, 30921220, 30353943, 29236389, 27432093, 25514759, 25024630, 24827565, 23651754, 17687859, 11400308, 4318245"
"38258020, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38151490, 38145852, 38145785, 38140362, 38138026, 38133321, 38130639, 38128748","38255774, 38219703, 38201958, 38164477, 38157218, 38136414, 38132294, 38118410, 38020718, 38018843, 38018193, 38013515, 38002621, 37994436, 37979443, 37960230, 37945671, 37924048, 37890259, 37749675, 38261396, 38261338, 38261315, 38261255, 38261006, 38260713, 38260504, 38260502, 38260493, 38260481, 38260421, 38260098, 38260032, 38259969, 38259515, 38259506, 38259504, 38259490, 38259450, 38259392","38203294, 38192918, 38158101, 38127816, 38093299, 38056640, 38055797, 38054830, 38042501, 38016505, 37995468, 37976960, 37898287, 37889013, 37884137, 37804915, 37779147, 37764275, 37678794, 37579688, 38136224, 38070244, 38030117, 38002302, 37968554, 37884590, 37837511, 37797746, 37748021, 37723664, 37691056, 37669386, 37554552, 37495079, 37460613, 37441529, 37436421, 37425818, 37397491, 37327932, 38219182, 38218319, 38183479, 38173670, 38163136, 38159339, 38157803, 38154959, 38137679, 38134985, 38124458, 38068863, 38068773, 38053727, 38042896, 38040541, 38034007, 38026796, 38026235, 38005193, 37930142, 37764766, 37739715, 37713878, 37664383, 37624558, 37284561, 37139278, 37078395, 36999464, 36771288, 36632325, 36618695, 36507137, 36243252, 36233826, 36229889, 36039216, 35939182, 35822097, 38252460, 38249465, 38249446, 38243294, 38231265, 38214370, 38195759, 38183944, 38169804, 38166904, 38165515, 38156312, 38145055, 38129967, 38124157, 38116533, 38110473, 38098315, 38097563, 38088370"
"38137947, 38107848, 38044504, 38018424, 37916431, 37859409, 37849974, 37629560, 37586320, 37565604, 37481231, 37454061, 36992690, 36972763, 36943800, 36730289, 36685588, 36675038, 36634565, 36566845","38256250, 38256021, 38254857, 38250874, 38250045, 38249077, 38243238, 38239407, 38234792, 38232643, 38226619, 38223555, 38216928, 38216554, 38214445, 38213215, 38213031, 38212125, 38197397, 38194502, 38173841, 37917174, 37871379, 37699031, 37652484, 37382632, 37330155, 37312782, 37185402, 37020749, 36992198, 36908679, 36871535, 36831702, 36694348, 36609769, 36521103, 36238279, 36119033, 36111784","38257292, 38255764, 38240554, 38238335, 38228049, 38219960, 38217278, 38195452, 38180722, 38156400, 38140629, 38140252, 38139373, 38137947, 38130948, 38107848, 38106709, 38097396, 38096793, 38095246, 37531774, 35456018, 34876703, 34780721, 33550886, 32753478, 32229654, 31825833, 31632367, 31626754, 31179321, 31019191, 30182050, 29566905, 29121519, 29027377, 27982031, 26148687, 25429322, 22029571"
"38258906, 38255150, 38219386, 38203747, 38203712, 38194476, 38191834, 38181823, 38172977, 38168274, 38165179, 38164789, 38154276, 38124090, 38112525, 38098663, 38096941, 38073022, 38068850, 38068838","38259250, 38254824, 38248629, 38248137, 38247446, 38247428, 38245602, 38240035, 38235709, 38228681, 38227293, 38225669, 38206922, 38205005, 38204996, 38201506, 38198635, 38197968, 38190584, 38189838, 37946251, 36950387, 35850704, 35248370, 33822294, 31518831, 30787463, 30239329, 27725301, 23376637, 17033624","38158125, 37941424, 37732357, 37566032, 37322120, 37190315, 37009367, 36995276, 36765708, 36448229, 36430302, 36388654, 36195424, 35951774, 35258392, 35218189, 35160322, 34488419, 34287962, 34199466, 36353202, 36002022, 33807999, 33247598, 33225975, 32673694, 32037085, 32019290, 31534167, 31054900, 30989570, 30269357, 29147967, 28400196, 28062005, 27825961, 27694612, 26495412, 26269600, 25902909, 38258906, 38255320, 38255150, 38253109, 38246520, 38245781, 38243565, 38243324, 38242497, 38235606, 38233383, 38219386, 38214563, 38203747, 38203712, 38194476, 38191834, 38181823, 38179052, 38172977"
"38241751, 38181823, 38177086, 38175472, 38145785, 38133321, 38130639, 38107848, 38098663, 38094217, 38078655, 38076401, 38064817, 38059748, 38038385, 38034829, 37955225, 37951044, 37946238, 37909786, 38068850, 37778980, 37599322, 37280117, 37216124, 37071621, 37061125, 36877446, 36838425, 36779280, 36681226, 36615467, 36558391, 36403100, 36326134, 36219101, 36198385, 36162004, 36051332, 36047269, 38203747, 38158691, 38050911, 38038385, 38019873, 38004116, 37885171, 37882738, 37873878, 37865178, 37836692, 37817517, 37798913, 37793274, 37788400, 37778980, 37720571, 37708849, 37660064, 37652008, 38177086, 38158691, 38147604, 38133321, 38124090, 38078655, 38059748, 38038385, 38024237, 38005855, 38004116, 37971273, 37969979, 37940667, 37891621, 37817517, 37778980, 37771255, 37739064, 37710309","38261258, 38261090, 38261068, 38260912, 38260898, 38260880, 38260642, 38260563, 38260554, 38260083, 38260072, 38259509, 38258768, 38257974, 38257968, 38257958, 38257940, 38257897, 38257868, 38257859","38260892, 38260877, 38260868, 38259963, 38259074, 38259033, 38258023, 38258019, 38257996, 38257948, 38257941, 38257934, 38257885, 38257874, 38257864, 38257861, 38257851, 38257850, 38257139, 38256661, 38158691, 38147604, 38124090, 38024237, 38005855, 38004116, 37971273, 37969979, 37940667, 37891621, 37817517, 37778980, 37771255, 37710309, 37682136, 37664927, 37662864, 37660064, 37639428, 37473802, 38260918, 38260273, 38259389, 38259178, 38258906, 38258020, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255916, 38255819, 38255764, 38255652, 38255320, 38255263, 38259074, 38257874, 38257139, 38256661, 38254432, 38250060, 38249018, 38245564, 38245349, 38244513, 38242477, 38240556, 38238389, 38237944, 38235736, 38234014, 38231735, 38231218, 38231217, 38231214"
"38259389, 38258906, 38258020, 38255916, 38255150, 38247868, 38246590, 38241751, 38238335, 38233198, 38227799, 38226896, 38225565, 38219386, 38203843, 38203747, 38203712, 38196386, 38194476, 38191834, 38235169, 38225439, 38117343, 20301446, 38043102, 38041679, 37831662, 20301790, 23967498, 37721284, 37691042, 37566027, 37562882, 37561984, 37490682, 37377467, 37357981, 37349194, 37333802, 37238449","38261277, 38260695, 38260602, 38260149, 38259967, 38258000, 38257143, 38256841, 38255993, 38254475, 38254456, 38254437, 38254385, 38251959, 38251655, 38250454, 38250453, 38248861, 38247003, 38246557, 38162086, 38097037, 38076865, 37956283, 37915809, 37844527, 37732633, 37695126, 37688974, 37581333, 37148397, 36905849, 36677429, 36159803, 36017065, 35939616, 35863030, 35707121, 35694540, 35598795","38158022, 38137450, 37968625, 37789469, 37780399, 37769878, 37697924, 37396394, 37330043, 37311584, 37279927, 37160121, 36857810, 36694316, 36661300, 36551259, 36524121, 36501183, 36466854, 36336872, 35520278, 29126510, 27748673, 27478130, 25844958, 22772738, 20839313, 18725221, 16454844, 38259178, 38257863, 38257292, 38257172, 38256892, 38256249, 38249970, 38248065, 38247868, 38247834, 38244236, 38244138, 38243814, 38243807, 38243153, 38243152, 38241516, 38238335, 38237812, 38236926, 38181823, 38133321, 38044504, 38029189, 38018424, 38016701, 38004817, 37981746, 37935653, 37769622, 37681235, 37646895, 37602044, 37446182, 37339849, 37337469, 37317246, 37265220, 37246133, 37189634, 35574751, 38260918, 38260273, 38259178, 38257863, 38257292, 38257172, 38257141, 38256892, 38256689, 38256499, 38256249, 38255819, 38255764, 38255652, 38255320, 38255263, 38254378, 38253407, 38253109, 38250840"
"38203748, 38187473, 38151490, 38142411, 38134011, 38070244, 38065263, 38002302, 37942755, 37918911, 37895106, 37882738, 37881499, 37867623, 37863560, 37849242, 37831524, 37815870, 37797746, 37787347, 31239164, 28993566, 26173451, 25487412, 25323209, 23953369, 23216572, 21962275","38260396, 38247332, 38245421, 38242344, 38241616, 38241569, 38234612, 38234609, 38228094, 38223119, 38212818, 38205210, 38196426, 38195259, 38195077, 38187175, 38178742, 38175748, 38175402, 38173457, 38260966, 38260314, 38259079, 38259028, 38259018, 38258657, 38258346, 38258313, 38258092, 38257930, 38257916, 38257912, 38257855, 38257846, 38257841, 38257774, 38257768, 38257721, 38257157, 38256606, 37986562, 37152023, 36851429, 35550815, 33301768, 33245553, 33116639, 31841714, 30140723, 30032824, 29760807, 29480566, 29210102, 28901323, 11605030, 38256049, 38255835, 38255241, 38253026, 38248871, 38245774, 38242575, 38242020, 38240103, 38239867, 38239654, 38238951, 38238428, 38235909, 38229318, 38229152, 38229133, 38225865, 38223583, 38222721","38257292, 38172977, 38111141, 38070932, 38002268, 38002251, 37979446, 37978573, 37887947, 37885336, 37861390, 37834076, 37756666, 37739064, 37738641, 37732778, 37727374, 37715899, 37685345, 37669386, 19201770, 38054256, 37956249, 37894314, 37806279, 37774039, 37740761, 37523213, 37370191, 37335372, 37335014, 37184747, 37183784, 37169818, 37129565, 37108339, 36895784, 36545755, 36206229, 36049413, 35887337"
,"38127070, 38075415, 38048804, 37547023, 37418594, 36958172, 36914891, 36716589, 36295036, 35646766, 35572995, 35239442, 35194174, 35122955, 34956227, 34328632, 34074475, 33962888, 33866842, 33330135, 38093367, 38056453, 37984072, 37870650, 37702214, 37639113, 37559721, 37549271, 37450380, 37429840, 37350155, 37345845, 37344645, 37328876, 37314929, 37257755, 37205114, 36861825, 36774354, 36750973, 37945821, 36914891, 35924922, 31611699, 29953453, 28515297, 25284152, 20421471, 16980618, 12244312, 11485738, 24636916, 16527543, 11349650","33819486, 31842491, 24120477, 38243324, 38236326, 38217278, 38156400, 38139373, 38138587, 38132266, 38127803, 38125685, 38085149, 38065857, 38058270, 38056916, 38040100, 38036883, 38022524, 38003220, 38002764, 37997130, 37989058"
"38188065, 38178260, 38065263, 38052229, 37995573, 37894314, 37884500, 37875976, 37873142, 37797746, 37776619, 37690027, 37627960, 37568640, 37489647, 37393618, 37370812, 37366241, 37300703, 37298680, 38258906, 38242497, 38203748, 38202199, 38202155, 38201318, 38200624, 38188071, 38188069, 38188068, 38188065, 38188064, 38187473, 38177086, 38170895, 38158940, 38158125, 38151490, 38142411, 38142126","38260906, 38259733, 38259413, 38259281, 38258504, 38257906, 38257349, 38256380, 38256149, 38255710, 38254056, 38253620, 38252774, 38251469, 38250150, 38249642, 38249639, 38249638, 38248700, 38246751, 37015754, 28584401, 26320104, 19855161","38260691, 38260161, 38253125, 38250663, 38248728, 38247057, 38244822, 38238924, 38235142, 38232092, 38231156, 38226451, 38225740, 38218743, 38216242, 38215193, 38212394, 38212123, 38203593, 38203207, 38218733, 38148080, 38126210, 38035341, 38018553, 37989896, 37964239, 37918887, 37899462, 37861565, 37849565, 37843094, 37754520, 37754493, 37747149, 37662007, 37646980, 37629016, 37626285, 37574481"
"36323778, 34891113, 34684400, 31352539, 29754190, 25567038, 23755726","37993706, 37986167, 37984747, 37808700, 37794280, 37759432, 37747743, 37714152, 37699080, 37686715, 37686250, 37542852, 37517103, 37488601, 37483465, 37449905, 37438525, 37432355, 37340924, 37271295, 37081886, 37883975, 37577382, 37292857, 37081886, 36788807, 34973294, 34824203, 34653365, 34496250, 34424946, 33150420, 32981416, 31487549","37697336, 37111022, 37006985, 36927749, 36713411, 35163137, 34684400, 34305428, 33884251, 33737936, 33641182, 33572978, 33230079, 31531314, 31524013, 31244924, 30883691, 30418545, 30153307, 29780153, 38233383, 38181823, 38172977, 38145852, 38049007, 38022496, 37951044, 37936449, 37868958, 37834076, 37807005, 37798913, 37780399, 37770568, 37749611, 37734910, 37726590, 37630322, 37603745, 37532297, 38084103, 38068838, 38026194, 37963876, 37942478, 37447212, 37393618, 37191444, 37110329, 37104918, 36941128, 36812782, 36801011, 36566008, 36270778, 36266581, 36159798, 36014759, 35935130, 35535330, 37808771, 37532297, 37400966, 36155972, 36077306, 35711544, 35407469, 35240193, 35102343, 34735907, 34290057, 33933753, 33920650, 33788019, 33123130, 32988394, 31819956, 31362418, 30489199, 30334342, 35711544, 35407469, 32525764, 29670469, 29670278, 28784429, 24201219, 22268894, 18286646, 15094864, 12732366, 7701249, 8395694, 1512051, 1972294, 38258906, 38255764, 38253109, 38235606, 38197962, 38193202, 38186999, 38175840, 38172992, 38171429, 38158022, 38154276, 38142236, 38130639, 38129886, 38115636, 38113752, 38113649, 38084103, 38081366"
"38255320, 38255150, 38253109, 38246520, 38245781, 38243565, 38243324, 38242497, 38235606, 38233383, 38219386, 38203747, 38203712, 38194476, 38191834, 38181823, 38179052, 38173174, 38172977, 38168274, 37004103, 32674146, 32014035, 31450748, 30574621, 30414898, 30388432, 29290660, 30845290, 28079618, 21549650, 17466601, 15319625, 37004103, 38096956, 37909786, 37377226, 37335014, 37246133, 37052201, 36958817, 36821422, 36806917, 36735734, 36499731, 36280319, 36270678, 35563010, 35552410, 38046357, 35467645, 35408838, 35295115, 35292670","38187812, 38039966, 38012160, 37987749, 37902602, 37790571, 37768824, 37746224, 37652351, 37614301, 37591835, 37583515, 37480326, 37378323, 37366299, 37284766, 37068239, 36971852, 36881482, 36746440","38040695, 37077923, 36431320, 35930123, 35264972, 35014851, 34640466, 34417961, 34007138, 33930197, 33775573, 33691543, 33487265, 33216324, 33198376, 33027478, 32947565, 32397525, 32356352, 31568551, 26487367, 26261005, 25531553"
"38203747, 38172977, 38140314, 38113690, 38073022, 38068850, 38064817, 38024237, 38004628, 38004116, 37971273, 37968625, 37898344, 37865178, 37842919, 37836386, 37817517, 37815870, 37814601, 37793274","38260616, 38239626, 38236062, 38227527, 38226689, 38216551, 38203654, 38203216, 38201225, 38199972, 38198891, 38198357, 38196837, 38191913, 38191487, 38189384, 38179058, 38178599, 38175245, 38169575, 36288851, 35518787, 34438248, 34293352, 34145034, 33859739, 33853342, 33574674, 33116416, 33099085, 32879054, 32377731, 32376245, 32317048, 32241279, 32188584, 31783316, 31703598, 31296243, 31046834","37748815, 35694541, 34747049, 34033998, 33116416, 33099085, 30619271, 28883695, 28207769, 27113480, 23185435, 22349829, 21830269, 21305742, 38233383, 38223446, 38220140, 38200624, 38199515, 38197962, 38193202, 38163004, 38156400, 38085149, 38068838, 38057834, 38022496, 38014192, 38002251, 37995775, 37975549, 37884352, 37789469, 37748815, 38233383, 37479963, 36778265, 36759174, 36537314, 34956195, 34792672, 34557865, 34163519, 33645438, 33225975, 32256204, 32161943, 31766534, 31695780, 30392450, 29844587, 28976231, 28946660, 28385331"
,"38243324, 38236326, 38217278, 38156400, 38139373, 38138587, 38132266, 38127803, 38125685, 38085149, 38065857, 38058270, 38056916, 38040100, 38036883, 38022524, 38003220, 38002764, 37997130, 37989058, 36857629, 36222922, 38261311, 38261255, 38261254, 38261253, 38261247, 38261157, 38261080, 38261006, 38260951, 38260917, 38260911, 38260713, 38260658, 38260637, 38260625, 38260617, 38260616, 38260583, 38260519, 38260508, 38211712, 38179052, 38177426, 37983927, 37943983, 37753470, 36922861, 36817436, 36782103, 36462502, 36353619, 36311726, 35328501, 33359089, 32915959, 32753478, 32428507, 32386055, 32230977, 28428272","37907139, 37880581, 37870434, 37827341, 37512580, 37475852, 37475705, 37178481, 37000926, 36764096, 36745039, 36603566, 36232813, 36222368, 36137935, 35993338, 35985255, 35820429, 35792493, 35748839, 38173174, 38113649, 38070244, 38066482, 38065263, 37995775, 37976930, 37968554, 37925254, 37907144, 37901448, 37899202, 37873040, 37859409, 37850313, 37780399, 37759722, 37747308, 37740137, 37732778, 35273097, 34226674, 34120187, 33381606, 32929275, 32117262, 31533032, 31324740, 30951392, 28124082, 27062602, 27011900, 26965517, 26163585, 25723057, 10741863, 8757634"
"38258020, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38151490, 38145852, 38145785, 38140362, 38138026, 38133321, 38130639, 38128748","38254759, 38213030, 38211583, 38180028, 38177093, 38143762, 37993788, 37990907, 37891435, 37881436, 37788543, 37750245, 37686141, 37675596, 37662941, 37649599, 37585383, 37515456, 37506745, 37463649, 38242656, 38223867, 38200007, 38182926, 38170546, 38143762, 38123740, 38095049, 38070782, 38054523, 38048805, 38041026, 38033005, 38025484, 38019237, 37950790, 37939049, 37931352, 37910159, 37895207","38258906, 38245781, 38243565, 38217678, 38206426, 38199574, 38154825, 38144422, 38135729, 38134391, 38110881, 38104569, 38101846, 38096956, 38095246, 38072359, 38064817, 38054256, 38051719, 38030248, 37714427, 36875135, 36034703, 35464463, 35264446, 33061522, 32782948, 32117262, 32029881, 31711184, 31324740, 30792246, 30556140, 29988119, 28158397, 21908056, 20980995, 17614973, 17291291, 12016128"
"38258020, 38248835, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38154402, 38151490, 38141180, 38140362, 38137947, 38133321, 38128748","38258020, 38248835, 38244236, 38227799, 38219386, 38203747, 38203712, 38178260, 38177086, 38172977, 38168274, 38165179, 38163708, 38154402, 38151490, 38141180, 38140362, 38137947, 38133321, 38128748, 38260869, 38257283, 38252232, 38251385, 38249465, 38243180, 38236713, 38234990, 38229613, 38229455, 38224719, 38222969, 38219667, 38218094, 38215844, 38205394, 38200885, 38199521, 38175654, 38175238, 38029177, 36520866, 35350651, 30483182, 26879888, 25283058, 25218302, 25193136, 25139561, 25088698, 25068410, 24943800, 24814048, 24796972, 24768681, 38261322, 38261237, 38261222, 38261091, 38261085, 38261031, 38260886, 38260681, 38260200, 38259903, 38259588, 38259485, 38259409, 38259081, 38258968, 38258722, 38258383, 38258202, 38258128, 38258104","38260869, 38259457, 38259106, 38258906, 38257933, 38257139, 38256841, 38256159, 38256146, 38255939, 38255909, 38255683, 38255299, 38255150, 38254686, 38254526, 38253555, 38253323, 38250970, 38249593"
"38258906, 38255916, 38226896, 38219386, 38203747, 38203712, 38194476, 38191834, 38178260, 38172977, 38168274, 38165179, 38164789, 38163708, 38154276, 38151490, 38126747, 38124090, 38112525, 38098663, 37630561, 37367886, 35955473, 35140783, 34662575, 31726738, 30990326, 29033923, 27252786, 26907552, 25179909, 24053649, 18419142, 38165179, 38110547, 37998910, 37950021, 37932270, 37909786, 37873588, 37842912, 37805634, 37702510, 37546537, 37526424, 37512580, 37476672, 37358466, 37292900, 37273853, 37220071, 37216124, 37191444, 38203747, 38050911, 38019873, 37916431, 37885171, 37882738, 37873878, 37798913, 37793274, 37788400, 37646895, 37577378, 37549964, 37481231, 37451743, 37436905, 37379640, 37324319, 37314676, 37288995","38256164, 38254804, 38249491, 38239921, 38229305, 38222203, 38214992, 38205017, 38192285, 38185173, 38163195, 38156683, 38151924, 38147780, 38146449, 38145708, 38138045, 38128981, 38128305, 38114556, 38259099, 38251262, 38251254, 38251252, 38249298, 38248637, 38248529, 38246905, 38245675, 38241420, 38237944, 38236384, 38235890, 38235493, 38233843, 38231267, 38230544, 38229455, 38227272, 38225145","38260910, 38260869, 38260539, 38260245, 38260015, 38259967, 38259509, 38259457, 38259106, 38258906, 38258357, 38257283, 38257189, 38257160, 38257155, 38257139, 38257133, 38256841, 38256146, 38255939, 38232552, 38189627, 38171017, 38111640, 38022683, 38003758, 37985877, 37902602, 37888992, 37873282, 37872770, 37869650, 37867968, 37799720, 37767872, 37730461, 37663255, 37605096, 37594277, 37569753"
"38258906, 38258020, 38257292, 38256499, 38255781, 38255764, 38254526, 38253407, 38250741, 38250717, 38246590, 38245781, 38243908, 38243324, 38243314, 38242419, 38242402, 38239921, 38239370, 38233485","38245559, 38194250, 38137420, 38117752, 38111045, 38072921, 38035330, 38034794, 38026962, 38013040, 37984469, 37956491, 37954597, 37952487, 37940081, 37881518, 37867243, 37866741, 37844745, 37827300, 38260709, 38259471, 38244725, 38219573, 38218816, 38216081, 38212473, 38205925, 38199196, 38187281, 38186188, 38179047, 38175326, 38170954, 38170734, 38169328, 38165470, 38157815, 38154627, 38154470, 37788001, 37576540, 33528793, 32360784, 31070671, 27688755, 21254899, 12606319","37794486, 37577144, 37293566, 37215145, 37191444, 35804761, 35367341, 35295917, 35210367, 34869783, 34818549, 34722615, 34675385, 34646390, 34635586, 34633858, 34506733, 34311349, 34170110, 34149693"
"38258906, 38181823, 38177086, 38164789, 38052229, 38044504, 37933950, 37818653, 37780399, 37739064, 37580334, 37515676, 37508557, 37491256, 37487380, 37464092, 37344396, 37210613, 36992690, 36988432","38199372, 38183944, 38098883, 38098672, 38088308, 38053218, 38049822, 38029116, 38007133, 38004740, 38003760, 37806429, 37779711, 37768925, 37764116, 37541500, 37494747, 37487899, 37457968, 37360114, 36334897, 37647292, 37209828, 36744213, 36602574, 36421923, 36264144, 35878927, 35451003, 35202886, 35187990, 35176510, 34302623, 34279029, 33636214, 32745530, 32126853, 31247945, 31055233, 30483216, 30379940, 36334897","38258906, 38181823, 38177086, 38164789, 38052229, 38044504, 38036883, 37980492, 37933950, 37876938, 37818653, 37780399, 37739064, 37580334, 37519211, 37515676, 37508557, 37491256, 37487380, 37468316, 38246520, 38163708, 38123053, 38075867, 38069197, 37976930, 37922567, 37919307, 37891901, 37864000, 37848840, 37803644, 37779327, 37704122, 37516511, 37504267, 37494667, 37479963, 37327932, 37064870"
"38248826, 38165179, 38145046, 38107848, 38096956, 38033588, 38025434, 38021365, 38016379, 38009836, 38008696, 38004817, 37998910, 37996842, 37946238, 37942478, 37935653, 37897434, 37874904, 37873588, 27239107, 22179208, 19897974, 38248835, 38168274, 38102104, 38094217, 38065263, 38033588, 38022505, 38019873, 37998910, 37949638, 37946238, 37940667, 37917397, 37901813, 37892541, 37891901, 37881499, 37873588, 37818653, 37814601","38260914, 38260105, 38259463, 38258513, 38258428, 38258052, 38258034, 38256950, 38256910, 38256686, 38256611, 38256329, 38256282, 38256267, 38256115, 38256077, 38255849, 38255804, 38255233, 38254451, 37996010, 37889696, 37832861, 37813655, 37783432, 37741129, 37731552, 37721853, 37512164, 37417726, 37107248, 37029953, 36983043, 36932908, 36924566, 36907322, 36815313, 36716903, 36638280, 36527389, 38201301, 38142953, 38125474, 38094094, 38012745, 37855043, 37794629, 37788409, 37741129, 37676892, 37524663, 37485534, 37439364, 37376217, 37268260, 37241015, 37170891, 37029953, 36999962, 36980265","33737936, 28631311, 27604348, 26181108, 22293328, 16547276, 38255320, 38253407, 38253109, 38250840, 38247834, 38243324, 38240554, 38231408, 38223446, 38222957, 38217849, 38214563, 38211712, 38203373, 38187473, 38186999, 38176897, 38168138, 38159410, 38158022, 38259106, 38258019, 38254659, 38254195, 38252188, 38244627, 38236100, 38234846, 38229003, 38218870, 38216047, 38215865, 38212383, 38200064, 38195684, 38192401, 38188628, 38185061, 38172612, 38169295, 38260914, 38254451, 38253125, 38252188, 38229087, 38218095, 38198924, 38182845, 38180365, 38164798, 38160470, 38159175, 38150707, 38138183, 38132113, 38118418, 38096593, 38093985, 38054607, 38053996"
"38259389, 38258906, 38258020, 38255916, 38247868, 38246590, 38244236, 38241751, 38233198, 38227799, 38226896, 38219386, 38203843, 38203747, 38203712, 38196386, 38194476, 38191834, 38178260, 38177086, 38165179, 38124090, 38110547, 37998910, 37950021, 37932270, 37909786, 37873588, 37842912, 37805634, 37702510, 37526424, 37512580, 37476672, 37467722, 37358466, 37292900, 37273853, 37220071, 37216124","38257851, 38257151, 38252387, 38249299, 38248642, 38245560, 38245515, 38243270, 38242772, 38241360, 38237991, 38236818, 38235783, 38235532, 38235139, 38235129, 38234880, 38231219, 38231217, 38231214, 33208449, 28241897, 27838381, 23401169, 21178092, 17217564, 17092369, 15284380, 14512034, 10052805, 8672754, 38251682, 38227137, 38225603, 38215184, 38190406, 38187373, 38175686, 38171932, 38168909, 38166412, 38159236, 38157273, 38155974, 38154164, 38145548, 38136994, 38112999, 38112997, 38110348, 38097986","38165179, 38138026, 38044504, 38037542, 37892541, 37876938, 37807005, 37789460, 37741962, 37736865, 37662255, 37630561, 37558022, 37479833, 37117227, 36939337, 36839309, 36793854, 36735734, 36681226, 38258906, 38255916, 38248826, 37849974, 37813075, 37789469, 37774039, 37630561, 37577378, 37536268, 37527838, 37512580, 37504267, 37475705, 37346749, 37298868, 37274655, 37273853, 37246133, 37205927, 26218526, 21545711, 19271150"
