PubMed_IDs_FP,PMC_IDs_FP
"38260232, 38259413, 38259096, 38258996, 38258804, 38258739, 38258659, 38258653, 38258341, 38257851, 38256941, 38256661, 38255801, 38255641, 38254918, 38253956, 38253688, 38252282, 38252200, 38251795, 38260947, 38258052, 38256611, 38255949, 38255706, 38253888, 38253205, 38253189, 38253124, 38250929, 38250306, 38249555, 38249092, 38248669, 38248039, 38247999, 38247864, 38247218, 38244728, 38244613, 38260170, 38260014, 38256471, 38256333, 38256174, 38255973, 38254797, 38254792, 38252936, 38252200, 38251810, 38250535, 38250163, 38249210, 38248004, 38247125, 38246661, 38246510, 38246488, 38246046, 38239138, 38203236, 38187058, 38184670, 38174112, 38172637, 38164388, 38139075, 38098488, 38088363, 38086086, 38062420, 38042840, 38003615, 37999470, 37989885, 37897531, 37879956, 37863564, 37854067, 38260170, 38260014, 38256471, 38256333, 38256174, 38255973, 38254797, 38254792, 38252936, 38252200, 38251810, 38250535, 38250163, 38249210, 38248004, 38247125, 38246661, 38246510, 38246488, 38246046, 38256917, 38256554, 38256252, 38252282, 38248224, 38245564, 38245554, 38244648, 38244400, 38243871, 38241481, 38231290, 38228147, 38227962, 38227097, 38220146, 38215143, 38214657, 38201530, 38194971","10803162, 10803104, 10803031, 10802810, 10802793, 10802683, 10802158, 10802092, 10802047, 10802017, 10801837, 10801740, 10801670, 10801660, 10801555, 10801451, 10801443, 10801329, 10801243, 10801218, 10803185, 10802969, 10802810, 10802208, 10802021, 10801964, 10801734, 10801662, 10801642, 10801627, 10801599, 10801538, 10801499, 10801240, 10801112, 10801062, 10800968, 10800960, 10800944, 10800892, 10803031, 10802888, 10802683, 10802047, 10801817, 10801606, 10801343, 10801166, 10800958, 10800595, 10800592, 10800519, 10800395, 10800337, 10800306, 10800173, 10800116, 10800112, 10800079, 10799955, 10802810, 10801662, 10801599, 10800824, 10800775, 10800505, 10799425, 10798054, 10797840, 10796805, 10796252, 10794746, 10794567, 10793765, 10793618, 10793104, 10792063, 10792052, 10792043, 10791968, 10803031, 10802888, 10802683, 10802047, 10802045, 10801817, 10801606, 10801343, 10801166, 10800958, 10800595, 10800592, 10800519, 10800395, 10800337, 10800306, 10800203, 10800173, 10800116, 10800112, 10802798, 10802158, 10802103, 10801732, 10801458, 10801329, 10801218, 10800970, 10800916, 10800824, 10800816, 10800778, 10800726, 10800390, 10800050, 10799955, 10799553, 10799464, 10799412, 10799341"
"38261277, 38261090, 38260695, 38260626, 38260602, 38260149, 38259967, 38258000, 38257143, 38256841, 38255993, 38255989, 38255744, 38254475, 38254458, 38254456, 38254437, 38254385, 38252168, 38251959, 38258624, 38241813, 38235983, 38233798, 38233786, 38228945, 38225785, 38225602, 38224105, 38222705, 38215886, 38212725, 38206982, 38204624, 38203857, 38199164, 38196118, 38195075, 38191508, 38190083, 38261350, 38261302, 38261158, 38260993, 38260975, 38260894, 38260518, 38260492, 38260478, 38260264, 38260208, 38260129, 38260086, 38260078, 38260036, 38259514, 38258286, 38258120, 38257993, 38257919, 38261277, 38260894, 38260695, 38260683, 38260625, 38260556, 38260478, 38260148, 38260129, 38260078, 38259967, 38259457, 38259283, 38258120, 38257777, 38257189, 38257155, 38257140, 38256924, 38256881","10802577, 10802320, 10802017, 10801996, 10801964, 10801670, 10801164, 10801044, 10801034, 10801026, 10800990, 10800934, 10800916, 10800818, 10800775, 10800680, 10800607, 10800605, 10800185, 10799807, 10803172, 10801870, 10801365, 10801353, 10801233, 10801197, 10801114, 10801066, 10800860, 10800489, 10800306, 10800262, 10800219, 10800023, 10799766, 10799763, 10799754, 10799600, 10799409, 10799201, 10803172, 10803130, 10803125, 10803100, 10803071, 10803032, 10803024, 10802983, 10802978, 10802967, 10802952, 10802929, 10802924, 10802922, 10802918, 10802917, 10802916, 10802914, 10802912, 10802901, 10803172, 10803071, 10803032, 10803024, 10802967, 10802914, 10802912, 10802891, 10802846, 10802843, 10802828, 10802734, 10802668, 10802571, 10802497, 10802234, 10802212, 10802180, 10802178, 10802141"
"38261341, 38261303, 38261285, 38261228, 38261158, 38261149, 38261114, 38261034, 38261019, 38260940, 38260903, 38260902, 38260900, 38260899, 38260894, 38260878, 38260875, 38260736, 38260726, 38260713, 38261373, 38261282, 38261258, 38261090, 38261019, 38260960, 38260940, 38260914, 38260910, 38260906, 38260901, 38260900, 38260893, 38260892, 38260889, 38260887, 38260881, 38260877, 38260871, 38260869, 38261399, 38261322, 38261310, 38261245, 38261243, 38261235, 38261226, 38261148, 38261113, 38261107, 38261095, 38261091, 38261085, 38261083, 38261068, 38261060, 38261035, 38261034, 38261031, 38261012, 38261282, 38261258, 38261090, 38260940, 38260914, 38260910, 38260901, 38260887, 38260871, 38260869, 38260868, 38260555, 38260539, 38260245, 38260076, 38260072, 38260058, 38260022, 38260015, 38259967","10803190, 10803179, 10803173, 10803172, 10803167, 10803164, 10803162, 10803134, 10803131, 10803130, 10803125, 10803123, 10803106, 10803104, 10803102, 10803090, 10803081, 10803070, 10803068, 10803057, 10803162, 10802969, 10802926, 10802810, 10802798, 10802683, 10802576, 10802471, 10802374, 10802234, 10802228, 10802158, 10802109, 10802103, 10802069, 10802051, 10801996, 10801988, 10801906, 10801873, 10803176, 10803171, 10803162, 10803125, 10803100, 10803057, 10803024, 10802969, 10802929, 10802926, 10802917, 10802907, 10802895, 10802849, 10802846, 10802811, 10802798, 10802731, 10802668, 10802549, 10803162, 10802969, 10802926, 10802798, 10802683, 10802374, 10802228, 10802158, 10802109, 10802069, 10801996, 10801906, 10801873, 10801856, 10801814, 10801732, 10801670, 10801662, 10801660, 10801604"
"38234455, 38217033, 38205198, 38187699, 38131749, 38019855, 38012287, 38003359, 37961645, 37882163, 37875530, 37845346, 37815021, 37805809, 37762536, 37693563, 37679419, 37660913, 37647292, 37643163, 38259969, 38258657, 38246358, 38243686, 38242116, 38240302, 38238446, 38237593, 38233814, 38231849, 38230214, 38227933, 38225532, 38222654, 38215933, 38214802, 38213792, 38212379, 38206189, 38203211, 38255161, 37803714, 37712426, 37334884, 37309179, 37290656, 37275162, 37161348, 37004699, 36983986, 36857177, 36671834, 36579346, 36241650, 35934064, 35688483, 35576592, 35439436, 35295226, 34976857, 38257139, 38217033, 38130943, 37995475, 37796923, 37690389, 37631174, 37614364, 37540742, 37515350, 37485537, 37447072, 37352412, 37290656, 37269546, 37227683, 37162913, 37161348, 37148397, 37043542, 38261090, 38260940, 38260901, 38260892, 38260869, 38260539, 38260245, 38260076, 38259963, 38259358, 38258357, 38257948, 38257937, 38257895, 38257874, 38257850, 38257188, 38257159, 38257155, 38257139","10801952, 10800657, 10798037, 10794784, 10794398, 10791993, 10790698, 10790003, 10788980, 10788227, 10784800, 10784142, 10431774, 10399433, 10778954, 10778334, 10778210, 10778179, 10776378, 10776121, 10803162, 10802683, 10802069, 10801996, 10801734, 10801660, 10801633, 10801599, 10801555, 10801329, 10801257, 10801200, 10801151, 10801034, 10801022, 10800988, 10800968, 10800934, 10800824, 10800775, 10798037, 10790698, 10778179, 10763928, 10762115, 10733492, 10730444, 10727689, 10711041, 10710508, 10708318, 10704910, 10692395, 10788624, 10772574, 10770846, 10746209, 10725168, 10722266, 10717580, 10801499, 10800934, 10800657, 10799778, 10798037, 10796165, 10795602, 10790698, 10789680, 10789389, 10783989, 10783497, 10778733, 10778542, 10778385, 10778179, 10774657, 10773723, 10772482, 10766642, 10803162, 10802969, 10802798, 10802683, 10802228, 10802069, 10802051, 10801996, 10801906, 10801814, 10801737, 10801670, 10801662, 10801660, 10801218, 10801200, 10801052, 10801044, 10801034, 10801022"
"38261400, 38261390, 38261378, 38261360, 38261320, 38261310, 38261294, 38261280, 38261272, 38261164, 38261140, 38261139, 38261073, 38260987, 38260891, 38260865, 38260861, 38260823, 38260820, 38260787, 38260892, 38260877, 38259963, 38257940, 38256037, 38254447, 38254181, 38253929, 38249491, 38249477, 38248848, 38248533, 38247746, 38247520, 38245675, 38244196, 38238856, 38238814, 38236693, 38236049, 38261373, 38261282, 38261258, 38261090, 38261019, 38260960, 38260940, 38260914, 38260910, 38260906, 38260901, 38260900, 38260893, 38260892, 38260889, 38260887, 38260881, 38260877, 38260871, 38260869, 38261242, 38261035, 38260891, 38260540, 38259741, 38259100, 38259089, 38258635, 38258298, 38257972, 38257969, 38257956, 38257899, 38257893, 38257891, 38257805, 38257731, 38256804, 38256771, 38256143, 38259089, 38257915, 38257891, 38253726, 38246550, 38238664, 38230932, 38216873, 38213027, 38203838, 38203357, 38189173, 38183874, 38181886, 38168637, 38158885, 38139397, 38138105, 38134602, 38128825, 38261394, 38261263, 38261258, 38261223, 38261090, 38261023, 38261003, 38260908, 38260895, 38260876, 38260814, 38260204, 38260201, 38260137, 38260006, 38259992, 38259941, 38259935, 38259924, 38259912, 38258826, 38257767, 38251760, 38249869, 38249733, 38249617, 38249459, 38248002, 38246805, 38246212, 38245628, 38245145, 38245137, 38243376, 38240235, 38240157, 38236147, 38235807, 38235585, 38235204","10803190, 10803179, 10803162, 10803158, 10803144, 10803123, 10803097, 10803090, 10803089, 10803087, 10803081, 10803080, 10803077, 10803068, 10803066, 10803052, 10803050, 10803031, 10803017, 10803008, 10802926, 10801814, 10801247, 10801200, 10800160, 10799902, 10799778, 10799506, 10799412, 10799142, 10797727, 10797108, 10797044, 10797024, 10797006, 10796427, 10795389, 10795342, 10794738, 10794705, 10803162, 10802969, 10802926, 10802810, 10802798, 10802683, 10802576, 10802471, 10802374, 10802234, 10802228, 10802158, 10802109, 10802103, 10802069, 10802051, 10801996, 10801988, 10801906, 10801873, 10802956, 10802891, 10802827, 10802806, 10802804, 10802160, 10802154, 10802109, 10802101, 10802097, 10801879, 10801855, 10801627, 10801382, 10801377, 10801369, 10801267, 10801195, 10801112, 10801082, 10800868, 10798517, 10797485, 10796407, 10793328, 10791618, 10790752, 10789242, 10787497, 10787022, 10787017, 10786862, 10783142, 10782988, 10782663, 10781885, 10781884, 10780348, 10780176, 10778614, 10803180, 10803131, 10803057, 10802956, 10802827, 10802811, 10802806, 10802154, 10802109, 10802097, 10802051, 10801996, 10801906, 10801890, 10801855, 10801726, 10801490, 10801455, 10801436, 10801382, 10802828, 10802816, 10802815, 10802793, 10802087, 10801547, 10801420, 10800854, 10800229, 10799522, 10799374, 10799122, 10798517, 10798471, 10797164, 10796965, 10796805, 10796258, 10796238, 10795377"
"38261316, 38261253, 38260999, 38260854, 38260850, 38260723, 38260669, 38260663, 38260637, 38260594, 38260522, 38260519, 38260501, 38260484, 38260393, 38260362, 38260336, 38260315, 38260002, 38259850, 38259494, 38259471, 38259469, 38259462, 38258402, 38255856, 38254689, 38253780, 38253675, 38253122, 38251721, 38250084, 38250071, 38250068, 38249971, 38248730, 38247848, 38246179, 38246171, 38246003, 38261238, 38260869, 38260413, 38259443, 38259279, 38259272, 38259250, 38258964, 38258094, 38257386, 38257186, 38256877, 38256307, 38256101, 38256080, 38256000, 38255971, 38255939, 38255715, 38255297, 38261400, 38261397, 38261396, 38261374, 38261360, 38261355, 38261351, 38261350, 38261339, 38261338, 38261332, 38261330, 38261329, 38261316, 38261313, 38261233, 38261228, 38261220, 38261173, 38261161, 38260658, 38260637, 38260625, 38260617, 38260616, 38260501, 38260484, 38260362, 38260344, 38260318, 38260150, 38260036, 38259866, 38259857, 38259657, 38259606, 38259589, 38259497, 38259494, 38259487, 38261316, 38261253, 38260999, 38260854, 38260594, 38260522, 38259850, 38259840, 38259453, 38259448, 38259312, 38258518, 38258342, 38257837, 38257808, 38257785, 38256070, 38256061, 38255961, 38255842","10803162, 10803070, 10802918, 10802916, 10802914, 10802846, 10802843, 10802810, 10802797, 10802793, 10802754, 10802708, 10802683, 10802654, 10802573, 10802474, 10802364, 10802255, 10802234, 10802212, 10803070, 10802914, 10802843, 10802810, 10802793, 10802234, 10802158, 10802000, 10801734, 10801662, 10801599, 10801290, 10801243, 10801084, 10801004, 10800986, 10800976, 10800970, 10800968, 10800960, 10802810, 10802431, 10802212, 10802164, 10801940, 10801734, 10801670, 10801642, 10801599, 10801555, 10801533, 10801520, 10801495, 10801330, 10801257, 10801252, 10801200, 10801026, 10801024, 10800986, 10803179, 10803173, 10803171, 10803170, 10803169, 10803167, 10803164, 10803162, 10803137, 10803130, 10803125, 10803104, 10803090, 10803070, 10803046, 10803042, 10803036, 10803031, 10803016, 10802996, 10802754, 10802573, 10802122, 10801966, 10801829, 10801710, 10801642, 10801615, 10801610, 10801201, 10801094, 10801004, 10800968, 10800960, 10800910, 10800824, 10800820, 10800734, 10800711, 10800505, 10802843, 10802683, 10802212, 10802208, 10802187, 10802158, 10802129, 10802103, 10802000, 10801940, 10801745, 10801708, 10801642, 10801633, 10801596, 10801589, 10801570, 10801542, 10801516, 10801496"
"38261339, 38260871, 38260726, 38260702, 38260654, 38260078, 38259970, 38259913, 38259668, 38259624, 38259621, 38259419, 38258880, 38258771, 38258647, 38258528, 38258376, 38257994, 38257972, 38257961, 38261397, 38260600, 38260396, 38260383, 38260362, 38260312, 38260189, 38258297, 38257925, 38256776, 38256145, 38255173, 38255152, 38254981, 38254847, 38254390, 38254216, 38253139, 38252844, 38252441, 38261357, 38261130, 38260884, 38260789, 38260726, 38260716, 38260706, 38260654, 38260639, 38260616, 38260522, 38260514, 38260508, 38260455, 38260430, 38260414, 38260408, 38260351, 38260301, 38260192, 38261400, 38261396, 38261360, 38261339, 38261330, 38261233, 38261161, 38261067, 38260999, 38260971, 38260867, 38260854, 38260849, 38260847, 38260842, 38260839, 38260836, 38260829, 38260750, 38260726, 38260828, 38259856, 38259748, 38259512, 38259287, 38257578, 38256374, 38256350, 38255908, 38255750, 38255641, 38255513, 38255241, 38255173, 38255007, 38254985, 38254917, 38254907, 38254884, 38254863","10803171, 10803102, 10803100, 10802950, 10802600, 10802187, 10802171, 10802160, 10802109, 10801990, 10801966, 10801916, 10801856, 10801742, 10801589, 10801533, 10801462, 10801254, 10801200, 10801026, 10803070, 10802683, 10802573, 10802504, 10802419, 10802224, 10802203, 10802164, 10802105, 10802047, 10801916, 10801813, 10801599, 10801589, 10801542, 10801385, 10801343, 10801221, 10801218, 10801213, 10803171, 10803070, 10802952, 10802846, 10802600, 10802475, 10802354, 10802350, 10802285, 10802228, 10802205, 10802203, 10802171, 10802000, 10801990, 10801916, 10801847, 10801839, 10801837, 10801813, 10803171, 10803167, 10803130, 10803090, 10803070, 10803046, 10803016, 10802947, 10802858, 10802841, 10802479, 10802127, 10802103, 10802092, 10802087, 10802033, 10802027, 10802021, 10801895, 10801880, 10803171, 10803164, 10803090, 10802943, 10802917, 10802891, 10802683, 10802180, 10802175, 10802151, 10802103, 10802092, 10802089, 10802002, 10801837, 10801686, 10801654, 10801589, 10801559, 10801542"
"38260906, 38259733, 38259413, 38259281, 38258504, 38257906, 38257349, 38256380, 38256149, 38255710, 38254056, 38253620, 38252774, 38251469, 38250150, 38249642, 38249639, 38249638, 38248700, 38246751, 38260999, 38260854, 38260669, 38260522, 38260393, 38260336, 38260311, 38260254, 38260240, 38259671, 38259496, 38259481, 38259469, 38259453, 38258518, 38257995, 38257752, 38256885, 38255427, 38255322, 38254253, 38239362, 38227933, 38227907, 38212122, 38201276, 38185271, 38183111, 38182929, 38177282, 38157853, 38150880, 38134242, 38134199, 38127790, 38124744, 38093320, 38091985, 38091025, 38086420, 38259413, 38257906, 38256912, 38256149, 38255710, 38255662, 38254877, 38254099, 38254056, 38253620, 38252774, 38251818, 38250689, 38250150, 38249892, 38249639, 38248700, 38245699, 38245599, 38244583, 38261245, 38261243, 38261034, 38260874, 38260669, 38260531, 38260287, 38259969, 38259963, 38259806, 38259743, 38259738, 38259686, 38259488, 38259413, 38259378, 38259372, 38259071, 38259025, 38258866, 38261315, 38261253, 38261155, 38261139, 38261113, 38261085, 38261008, 38260999, 38260896, 38260854, 38260750, 38260709, 38260685, 38260669, 38260645, 38260617, 38260594, 38260592, 38260585, 38260583","10802811, 10802158, 10802017, 10801670, 10801599, 10801451, 10801198, 10801080, 10800966, 10800962, 10800940, 10800934, 10800116, 10800075, 10800029, 10799621, 10799411, 10798930, 10798712, 10798087, 10803070, 10802916, 10802914, 10802843, 10802793, 10802585, 10802364, 10802272, 10802255, 10802208, 10802203, 10802158, 10802129, 10802047, 10802021, 10802000, 10801956, 10801940, 10801732, 10801642, 10802158, 10801734, 10801599, 10800824, 10800748, 10799425, 10799291, 10798966, 10796611, 10796403, 10796040, 10795895, 10794784, 10794746, 10792747, 10792240, 10792025, 10790388, 10790246, 10788437, 10803031, 10802967, 10802857, 10802852, 10802846, 10802811, 10802208, 10802203, 10802180, 10802158, 10802110, 10802084, 10802017, 10802011, 10802000, 10801962, 10801829, 10801633, 10801599, 10801584, 10803190, 10803179, 10803162, 10803125, 10803106, 10803071, 10803057, 10803042, 10803027, 10803023, 10802996, 10802978, 10802930, 10802929, 10802922, 10802895, 10802861, 10802852, 10802845, 10802839, 10803172, 10803162, 10803071, 10803070, 10803068, 10803057, 10803046, 10803029, 10803018, 10802967, 10802941, 10802926, 10802922, 10802918, 10802914, 10802901, 10802863, 10802857, 10802846, 10802845"
"38248652, 38248084, 38236916, 38214821, 38213034, 38206624, 38204822, 38198982, 38193233, 38187171, 38182056, 38172186, 38158889, 38155709, 38146804, 38135009, 38112053, 38099990, 38064235, 38049505, 38261082, 38260615, 38260426, 38260314, 38260175, 38259360, 38258941, 38258905, 38258770, 38258352, 38256637, 38256627, 38256516, 38255706, 38255583, 38255247, 38255185, 38255166, 38253792, 38253633, 38260896, 38260709, 38260484, 38260289, 38260264, 38259486, 38259484, 38259472, 38259372, 38258869, 38258822, 38258428, 38258026, 38258012, 38257998, 38257993, 38257814, 38257792, 38257766, 38257758, 38259963, 38259099, 38257953, 38257799, 38256777, 38256729, 38255816, 38251894, 38250449, 38247591, 38247586, 38246421, 38245871, 38245675, 38245549, 38244689, 38244302, 38243337, 38242132, 38241343, 38261373, 38260879, 38260654, 38260588, 38260314, 38260232, 38260196, 38260058, 38259406, 38258958, 38258657, 38258126, 38257990, 38257960, 38257873, 38257780, 38257617, 38256319, 38256081, 38255906","10799291, 10796935, 10783609, 10781801, 10779635, 10776924, 10772277, 10770843, 10766665, 10764949, 10761203, 10761001, 10755494, 10753887, 10744436, 10743789, 10742872, 10740584, 10728286, 10726653, 10802950, 10802926, 10802811, 10802266, 10802187, 10802136, 10802084, 10801988, 10801827, 10801599, 10801591, 10801555, 10801519, 10801518, 10801499, 10801335, 10801290, 10801252, 10801240, 10801207, 10803024, 10802967, 10802918, 10802917, 10802914, 10802857, 10802843, 10802772, 10802768, 10802754, 10802728, 10802321, 10802139, 10802082, 10802047, 10802033, 10801982, 10801958, 10801837, 10801813, 10803162, 10802969, 10802069, 10801992, 10801814, 10801670, 10801599, 10801022, 10800874, 10800852, 10800846, 10800840, 10800808, 10800778, 10800459, 10799955, 10799902, 10799792, 10799778, 10799553, 10803173, 10803162, 10803104, 10803031, 10803024, 10802926, 10802810, 10802683, 10802600, 10802388, 10802158, 10802092, 10802069, 10802017, 10801996, 10801837, 10801814, 10801662, 10801660, 10801599"
"36771343, 30353943, 24782618, 19176351, 7516124, 12616301, 1732475, 6084087, 870567, 38260906, 38259733, 38259413, 38259281, 38258504, 38257906, 38257349, 38256766, 38256380, 38256149, 38255710, 38254526, 38254056, 38253620, 38252774, 38251469, 38250150, 38249642, 38249639, 38249638","10803190, 10803186, 10803185, 10803183, 10803172, 10803162, 10803130, 10803097, 10803081, 10803057, 10803053, 10803035, 10803029, 10803024, 10802992, 10802969, 10802967, 10802965, 10802958, 10802943, 10802852, 10802713, 10802151, 10801958, 10801330, 10801162, 10800980, 10800711, 10800441, 10800294, 10800063, 10799955, 10799933, 10799929, 10799802, 10799779, 10798901, 7615547, 10798787, 10798559, 10803183, 10803173, 10803137, 10803125, 10803031, 10803026, 10803023, 10803016, 10802879, 10802873, 10802841, 10802683, 10802540, 10802520, 10802340, 10802150, 10802135, 10802127, 10802061, 10802053"
"38255774, 38219703, 38201958, 38164477, 38157218, 38136414, 38132294, 38118410, 38020718, 38018843, 38018193, 38013515, 38002621, 37994436, 37979443, 37960230, 37945671, 37924048, 37890259, 37749675, 38261396, 38261338, 38261315, 38261255, 38261006, 38260713, 38260504, 38260502, 38260493, 38260481, 38260421, 38260098, 38260032, 38259969, 38259515, 38259506, 38259504, 38259490, 38259450, 38259392","8861465, 10610903"
"38256250, 38256021, 38254857, 38250874, 38250045, 38249077, 38243238, 38239407, 38234792, 38232643, 38226619, 38223555, 38216928, 38216554, 38214445, 38213215, 38213031, 38212125, 38197397, 38194502, 38173841, 37917174, 37871379, 37699031, 37652484, 37382632, 37330155, 37312782, 37185402, 37020749, 36992198, 36908679, 36871535, 36831702, 36694348, 36609769, 36521103, 36238279, 36119033, 36111784","10803162, 10803068, 10803046, 10802857, 10802680, 10802452, 10802366, 10802131, 10801990, 10801966, 10801916, 10801902, 10801742, 10801647, 10801633, 10801261, 10801222, 10801044, 10801028, 10801022, 10773645, 10708104, 10802201, 10761186, 10751235, 10732080, 10704100, 10702885, 10648263, 10520718, 10341087, 10325731, 10324172, 10687429, 10650060, 10631445, 10305510, 10305235, 10267477, 10577460"
"38259250, 38254824, 38248629, 38248137, 38247446, 38247428, 38245602, 38240035, 38235709, 38228681, 38227293, 38225669, 38206922, 38205005, 38204996, 38201506, 38198635, 38197968, 38190584, 38189838, 37946251, 36950387, 35850704, 35248370, 33822294, 31518831, 30787463, 30239329, 27725301, 23376637, 17033624","10802748, 10799203, 10796168, 10790352, 10787749, 10786028, 10784173, 10779355, 10763434, 10753260, 10757943, 10754326, 10747604, 10742386, 10739970, 10723521, 10722982, 10713428, 10711257, 10711053, 10802748, 10799203, 10796168, 10790352, 10787749, 10786028, 10784173, 10779355, 10763434, 10753260, 10757943, 10754326, 10747604, 10742386, 10739970, 10723521, 10722982, 10713428, 10711257, 10711053"
"38261258, 38261090, 38261068, 38260912, 38260898, 38260880, 38260642, 38260563, 38260554, 38260083, 38260072, 38259509, 38258768, 38257974, 38257968, 38257958, 38257940, 38257897, 38257868, 38257859","10803100, 10803068, 10802952, 10802828, 10802738, 10802734, 10802675, 10802486, 10802404, 10802164, 10801990, 10801940, 10801813, 10801734, 10801581, 10801484, 10801200, 10801198, 10801076, 10801044, 10793192, 10788804, 10779990, 10779287, 10779285, 10779265, 10778200, 10772556, 10756741, 10747983, 10733902, 10719571, 10717626, 10714750, 10708147, 10802132, 10800881, 10781217, 10746016, 10743050, 10802212, 10801852, 10801557, 10801495, 10800070, 10799802, 10799347, 10798624, 10797694, 10794587, 10794228, 10793099, 10788407, 10787762, 10786961, 10786392, 10785555, 10783989, 10782052, 10781714"
"38261277, 38260695, 38260602, 38260149, 38259967, 38258000, 38257143, 38256841, 38255993, 38254475, 38254456, 38254437, 38254385, 38251959, 38251655, 38250454, 38250453, 38248861, 38247003, 38246557, 38162086, 38097037, 38076865, 37956283, 37915809, 37844527, 37732633, 37695126, 37688974, 37581333, 37148397, 36905849, 36677429, 36159803, 36017065, 35939616, 35863030, 35707121, 35694540, 35598795","10803032, 10802868, 10802861, 10802854, 10802724, 10802554, 10802187, 10802127, 10802125, 10802089, 10802063, 10802057, 10802055, 10802053, 10802023, 10801998, 10801829, 10801809, 10801714, 10801633, 9360315, 8996133, 8918543, 8419732, 8393523, 8456166, 8087708, 7763522, 7718244, 7349304, 7230875, 6734414, 6331691, 6302549, 6137237, 6122719, 6029430, 7181893, 5709440, 5585347, 10801633, 10798153, 10797016, 10796529, 10796020, 10795318, 10794281, 10793291, 10793249, 10793180, 10793070, 10791135, 10790820, 10788193, 10787371, 10786651, 10785779, 10784701, 10783113, 10783085"
"38260396, 38247332, 38245421, 38242344, 38241616, 38241569, 38234612, 38234609, 38228094, 38223119, 38212818, 38205210, 38196426, 38195259, 38195077, 38187175, 38178742, 38175748, 38175402, 38173457, 38260966, 38260314, 38259079, 38259028, 38259018, 38258657, 38258346, 38258313, 38258092, 38257930, 38257916, 38257912, 38257855, 38257846, 38257841, 38257774, 38257768, 38257721, 38257157, 38256606, 37986562, 37152023, 36851429, 35550815, 33301768, 33245553, 33116639, 31841714, 30140723, 30032824, 29760807, 29480566, 29210102, 28901323, 11605030, 38256049, 38255835, 38255241, 38253026, 38248871, 38245774, 38242575, 38242020, 38240103, 38239867, 38239654, 38238951, 38238428, 38235909, 38229318, 38229152, 38229133, 38225865, 38223583, 38222721","10802033, 10802000, 10801732, 10801708, 10801527, 10801502, 10801391, 10801324, 10801078, 10800928, 10800910, 10800908, 10800689, 10800686, 10800661, 10800481, 10800356, 10800070, 10800065, 10799693, 10802033, 10802000, 10801732, 10801708, 10801527, 10801502, 10801391, 10801324, 10801078, 10800928, 10800910, 10800908, 10800689, 10800686, 10800661, 10800481, 10800356, 10800070, 10800065, 10799693"
"38127070, 38075415, 38048804, 37547023, 37418594, 36958172, 36914891, 36716589, 36295036, 35646766, 35572995, 35239442, 35194174, 35122955, 34956227, 34328632, 34074475, 33962888, 33866842, 33330135, 38093367, 38056453, 37984072, 37870650, 37702214, 37639113, 37559721, 37549271, 37450380, 37429840, 37350155, 37345845, 37344645, 37328876, 37314929, 37257755, 37205114, 36861825, 36774354, 36750973, 37945821, 36914891, 35924922, 31611699, 29953453, 28515297, 25284152, 20421471, 16980618, 12244312, 11485738, 24636916, 16527543, 11349650","10802033, 10801502, 10801391, 10801324, 10800928, 10800689, 10800686, 10800661, 10800481, 10800356, 10800070, 10800065, 10799693, 10799517, 10799313, 10798627, 10797995, 10797594, 10797466, 10797224"
"38260906, 38259733, 38259413, 38259281, 38258504, 38257906, 38257349, 38256380, 38256149, 38255710, 38254056, 38253620, 38252774, 38251469, 38250150, 38249642, 38249639, 38249638, 38248700, 38246751, 37015754, 28584401, 26320104, 19855161","10802577, 10802320, 10800990, 10800934, 10800680, 10800542, 10800185, 10799807, 10799627, 10799372, 10799341, 10799130, 10799058, 10799034, 10798368, 10798254, 10797634, 10797625, 10797591, 10797042"
"37993706, 37986167, 37984747, 37808700, 37794280, 37759432, 37747743, 37714152, 37699080, 37686715, 37686250, 37542852, 37517103, 37488601, 37483465, 37449905, 37438525, 37432355, 37340924, 37271295, 37081886, 37883975, 37577382, 37292857, 37081886, 36788807, 34973294, 34824203, 34653365, 34496250, 34424946, 33150420, 32981416, 31487549","10802577, 10802320, 10801996, 10801670, 10800990, 10800934, 10800916, 10800680, 10800607, 10800605, 10800542, 10800185, 10799807, 10799778, 10799627, 10799597, 10799425, 10799372, 10799341, 10799130"
"38187812, 38039966, 38012160, 37987749, 37902602, 37790571, 37768824, 37746224, 37652351, 37614301, 37591835, 37583515, 37480326, 37378323, 37366299, 37284766, 37068239, 36971852, 36881482, 36746440","10803148, 10803106, 10803031, 10802982, 10802852, 10802053, 10802017, 10801451, 10801443, 10801394, 10801144, 10801141, 10801138, 10801136, 10801091, 10801084, 10801064, 10800958, 10800754, 10800665"
